CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday
224398,Female,Maria Leon,Marathon,On,Ontario,P0T 2E0,Canada,North America,1989-03-19
224416,Female,Debra Murray,Montreal,Qc,Quebec,H2X 1Y8,Canada,North America,1969-08-23
224418,Female,Jessica Napier,Contrecoeur,Qc,Quebec,J0L 1C0,Canada,North America,1990-10-05
224434,Female,Ora Cousins,Lacorne,Qc,Quebec,J0Y 1R0,Canada,North America,1968-11-02
224535,Male,Odell Dennis,Calgary,Ab,Alberta,T2V 2W2,Canada,North America,1954-01-26
224588,Female,Margaret Sims,Wingham,On,Ontario,N0G 2W0,Canada,North America,1971-07-02
225285,Male,Doug Anderson,Fulford Harbour,Bc,British Columbia,V0S 1C0,Canada,North America,1950-08-16
225593,Female,Josephine Gregg,Grande Prairie,Ab,Alberta,T8V 0S1,Canada,North America,1986-01-03
225634,Female,Dawn Wagaman,Chilliwack,Bc,British Columbia,V2P 2M1,Canada,North America,1954-12-21
225768,Male,Paul Towle,Cornwall,On,Ontario,K6J 3R2,Canada,North America,1944-08-30
226013,Male,Pablo Olmos,Ottawa,On,Ontario,K1L 6C7,Canada,North America,1955-08-10
226220,Male,Monty Harris,Ottawa,On,Ontario,K1P 5M7,Canada,North America,1992-11-02
226367,Male,Sam Martin,Galahad,Ab,Alberta,T0B 1R0,Canada,North America,1991-09-15
226576,Male,Anthony Cox,Windsor,On,Ontario,N9A 1H9,Canada,North America,1952-10-20
226740,Male,David Hayes,Sidney,Bc,British Columbia,V8L 1X3,Canada,North America,1986-11-17
226833,Male,Darryl Gibson,Regina,Sk,Saskatchewan,S4S 2R3,Canada,North America,1990-02-18
227116,Male,Steven Meier,Unionville,On,Ontario,L3R 0L7,Canada,North America,1955-07-18
227281,Male,Mark Ratcliff,Langley,Bc,British Columbia,V3A 4P6,Canada,North America,1964-09-10
227338,Female,Ida Moore,Edmonton,Ab,Alberta,T5J 2R4,Canada,North America,1977-10-31
227416,Male,Michael Hicks,Red Deer,Ab,Alberta,T4N 2A6,Canada,North America,2000-07-23
227564,Male,Sean Clements,Rolphton,On,Ontario,K0J 2H0,Canada,North America,1976-02-27
227565,Male,John Pointer,Toronto,On,Ontario,M5H 1P6,Canada,North America,1971-08-09
227646,Male,Leroy Flatt,Quebec,Qc,Quebec,G1V 3V5,Canada,North America,1939-07-31
227654,Male,Glenn Brown,Sudbury,On,Ontario,P3E 5K3,Canada,North America,1958-04-27
227656,Female,Elizabeth Landers,Sherbrooke,Qc,Quebec,J1H 5M7,Canada,North America,1997-04-09
227898,Male,Michael Marks,Brock,Sk,Saskatchewan,S4P 3Y2,Canada,North America,1976-01-08
227946,Female,Kim Lee,Sherbrooke,Qc,Quebec,J1H 1R4,Canada,North America,1998-03-27
228402,Female,Lenora Barrett,Victoria,Bc,British Columbia,V8R 5A7,Canada,North America,1971-06-22
228413,Male,Brian Alderman,Guelph,On,Ontario,N1H 2W8,Canada,North America,1954-05-15
228792,Female,Judy Young,Edmonton,Ab,Alberta,T5J 2R4,Canada,North America,1946-12-14
228850,Male,James Mccauley,Ottawa,On,Ontario,K2G 3K2,Canada,North America,1937-12-24
229084,Male,Philip Dotson,Toronto,On,Ontario,M5H 1P6,Canada,North America,1994-04-22
229104,Female,Melissa Barrera,Haines Junction,Yt,Yukon,Y0B 1L0,Canada,North America,1966-01-03
229136,Male,Charles Molina,Montreal,Qc,Quebec,H4N 3C5,Canada,North America,1947-11-25
229251,Male,Douglas Williams,Port Elgin,On,Ontario,N0N 2C4,Canada,North America,1970-01-17
229286,Female,Annamarie Rodriguez,Stavely,Ab,Alberta,T0L 1Z0,Canada,North America,1980-12-10
229582,Male,Peter Price,Saskatoon,Sk,Saskatchewan,S7K 1W8,Canada,North America,1945-10-29
229838,Female,Annette Martinez,Edmonton,Ab,Alberta,T6H 1J5,Canada,North America,1980-04-03
229939,Female,Kathleen Curtis,Pikangikum,On,Ontario,P0V 2L0,Canada,North America,1957-04-27
229949,Male,Brian Watson,Calgary,Ab,Alberta,T2T 0C6,Canada,North America,1955-07-22
229987,Female,Kristina Callahan,Brooks,Ab,Alberta,T0J 0J0,Canada,North America,1953-01-05
230391,Female,Cynthia Kerlin,Stayner,On,Ontario,L0M 1S0,Canada,North America,1942-09-06
230405,Male,Jeff Collins,Cadillac,Sk,Saskatchewan,S4P 3Y2,Canada,North America,1991-07-25
230457,Male,Andrew Lachapelle,Glencoe,On,Ontario,N0L 1M0,Canada,North America,1992-04-26
230521,Male,Melvin Cameron,Langley,Bc,British Columbia,V3A 4P6,Canada,North America,1947-05-08
230598,Male,Thomas Bates,Toronto,On,Ontario,M6S 2Z7,Canada,North America,1940-03-02
230779,Female,Phyllis Studdard,London,On,Ontario,N5W 2S9,Canada,North America,1958-11-26
231898,Male,Robert Embree,Calgary,Ab,Alberta,T2V 2W2,Canada,North America,1968-12-17
231984,Female,Kathryn Williams,Calgary,Ab,Alberta,T2P 0W4,Canada,North America,1954-12-26
231997,Female,Harriet Ford,Port Mcneill,Bc,British Columbia,V0N 2R0,Canada,North America,1960-10-04
232195,Male,Michael Thompson,Toronto,On,Ontario,M3B 2W6,Canada,North America,1993-07-04
232586,Female,Christine Coppin,New Westminster,Bc,British Columbia,V3L 3C1,Canada,North America,1961-06-18
232588,Female,Nancy Fraser,Montreal,Qc,Quebec,H4J 1M9,Canada,North America,1984-01-16
232740,Female,Debra Moses,Montreal,Qc,Quebec,H4J 1M9,Canada,North America,1984-05-05
232998,Female,Beulah Potts,Toronto,On,Ontario,M2J 3T7,Canada,North America,1982-04-02
233477,Female,Martha Hamilton,Calgary,Ab,Alberta,T3E 0K6,Canada,North America,2001-07-21
233565,Female,Marilyn Harper,Windsor,On,Ontario,N9A 1H9,Canada,North America,1989-04-24
233567,Female,Blanca Gonyea,Quyon,Qc,Quebec,J0X 2V0,Canada,North America,1971-08-12
233643,Female,Latisha Paschal,Calgary,Ab,Alberta,T2T 0C6,Canada,North America,1962-06-13
233698,Female,Trudy Riley,Vancouver,Bc,British Columbia,V6M 1Y8,Canada,North America,2001-03-22
233728,Male,Steven Stanhope,Toronto,On,Ontario,M6S 2Z7,Canada,North America,1999-01-26
233855,Male,Donald Smith,Spencerville,On,Ontario,K0E 1X0,Canada,North America,1947-03-08
233904,Male,William Bradley,Burlington,On,Ontario,L7R 2G6,Canada,North America,1952-09-25
234326,Male,Steven James,Haliburton,On,Ontario,K0M 1S0,Canada,North America,1962-07-03
234493,Male,Harold Gonzalez,Montreal,Qc,Quebec,H3B 4W8,Canada,North America,1989-06-17
234620,Male,Daniel Braunstein,Galahad,Ab,Alberta,T0B 1R0,Canada,North America,1941-11-06
234648,Female,Kim Contreras,Regina,Sk,Saskatchewan,S4P 3Y2,Canada,North America,1995-10-18
234726,Female,Rebecca Carl,Burnaby,Bc,British Columbia,V5B 3C9,Canada,North America,1938-09-19
235050,Male,James Webster,Guelph,On,Ontario,N1H 2T2,Canada,North America,1973-10-04
235093,Female,Isabella Pickett,Montreal,Qc,Quebec,H3B 1S6,Canada,North America,1956-03-13
235116,Male,Nathan Valentine,Etobicoke,On,Ontario,M9W 1K7,Canada,North America,1952-08-23
235133,Female,Tamela Moran,Toronto,On,Ontario,M8V 3B6,Canada,North America,1955-05-29
235534,Female,Mary Gaither,Quebec,Qc,Quebec,G1V 3V5,Canada,North America,1959-05-14
235607,Female,Jeanette Tejada,Cornwall,On,Ontario,K6J 3R2,Canada,North America,1959-09-26
235730,Female,Ethel Harrison,Barrington,Ns,Nova Scotia,B0W 1E0,Canada,North America,1949-12-20
235891,Female,Ethel Poss,Toronto,On,Ontario,M4E 2V5,Canada,North America,1983-03-24
236161,Female,Nicole Lewis,Montreal,Qc,Quebec,H3B 4W8,Canada,North America,1967-10-06
236612,Male,Johnathon Burleson,North Bay,On,Ontario,P1B 8G3,Canada,North America,1964-10-12
236812,Male,Al Heslin,Glenavon,Sk,Saskatchewan,S4P 3Y2,Canada,North America,1970-11-23
236846,Male,Anthony Jarvis,Tiverton,On,Ontario,N0G 2T0,Canada,North America,1940-03-06
236863,Male,John Wright,Winnipeg,Mb,Manitoba,R3B 3K6,Canada,North America,1954-04-30
236974,Female,Sandra Hollenbeck,Lloydminster,Ab,Alberta,T9V 0L9,Canada,North America,1941-12-31
237000,Male,George Brown,Christina Lake,Bc,British Columbia,V0H 1E0,Canada,North America,1938-03-01
237358,Male,Mark Blair,Olds,Ab,Alberta,T0M 1P0,Canada,North America,1961-01-31
237541,Male,James Dickey,Montreal,Qc,Quebec,S4P 3Y2,Canada,North America,1992-03-30
237557,Female,Robin Hoover,Newmarket,On,Ontario,L3Y 2A3,Canada,North America,1999-04-16
237725,Male,Bryan Gonzalez,Roseneath,On,Ontario,K0K 2X0,Canada,North America,2001-12-01
237911,Male,Jeremy Patrick,Sherbrooke,Qc,Quebec,J1H 1R6,Canada,North America,1947-10-18
238065,Male,Joseph Adams,London,On,Ontario,N0N 0N0,Canada,North America,1981-01-15
238069,Male,Alfred Garrett,Toronto,On,Ontario,M9V 2X5,Canada,North America,1988-02-08
238385,Male,Robert Malone,Kelowna,Bc,British Columbia,V1Y 8H2,Canada,North America,1938-09-09
238624,Male,Daniel Hammer,Fort St John,Bc,British Columbia,V1J 3Y7,Canada,North America,1951-07-24
238625,Male,Jeff Reynolds,Victoria,Bc,British Columbia,V8W 2H9,Canada,North America,1951-09-20
238678,Male,Antonio Petersen,Medicine Hat,Ab,Alberta,T1A 0N1,Canada,North America,1971-01-07
238806,Female,Karen Ford,Franklin Centre,Qc,Quebec,J0S 1E0,Canada,North America,1962-12-30
238820,Male,David Fraire,Humboldt,Sk,Saskatchewan,S4P 3Y2,Canada,North America,1967-04-09
238986,Male,Steven Flores,Lindsay,On,Ontario,K9V 4A4,Canada,North America,1996-04-10
239066,Female,Carol Hoffman,Trail,Bc,British Columbia,V1R 3W5,Canada,North America,1956-06-25
239126,Male,Gary Jackson,Avonmore,On,Ontario,K0C 1C0,Canada,North America,1984-10-05
239134,Male,Nicholas Kelly,La Tuque,Qc,Quebec,G9X 3B2,Canada,North America,1973-06-04
239187,Female,Viva Tocco,Calgary,Ab,Alberta,T2P 1M6,Canada,North America,1958-11-11
239297,Female,Kendra Scott,Brantford,On,Ontario,N3T 2Z8,Canada,North America,1983-09-29
239424,Male,Randy King,Toronto,On,Ontario,M2N 2G8,Canada,North America,1984-07-28
239502,Male,Bernard Davis,Chilliwack,Bc,British Columbia,V2P 2S6,Canada,North America,1990-04-08
239571,Female,Marie Tate,North Vancouver,Bc,British Columbia,V5T 2C1,Canada,North America,1935-06-05
239647,Female,Jane Matthews,Pointe Au Baril,On,Ontario,P0G 1K0,Canada,North America,1937-01-26
239934,Male,Anthony Olsen,Bear Canyon,Ab,Alberta,T1T 1T1,Canada,North America,1993-07-03
239991,Male,Wayne Chung,High Prairie,Ab,Alberta,T0G 1E0,Canada,North America,1951-04-21
240017,Female,Nicole Lopez,Okanagan Mission,Bc,British Columbia,V0R 1S0,Canada,North America,1953-10-01
240085,Female,Jena Lundy,Williamsburg,On,Ontario,K0C 2H0,Canada,North America,1972-12-05
240328,Female,Rose Fawcett,Toronto,On,Ontario,M5T 1T4,Canada,North America,1942-07-07
240341,Male,Gregory Morgan,Peterborough,On,Ontario,K9H 2L1,Canada,North America,1994-04-22
240344,Male,Stephen Silcox,Toronto,On,Ontario,M9V 2X5,Canada,North America,1994-08-10
240347,Female,Beatrice Robinson,New Westminster,Bc,British Columbia,V3L 5H1,Canada,North America,1978-05-24
240370,Male,Ryan Coca,Toronto,On,Ontario,M4W 1J7,Canada,North America,1963-11-12
240527,Female,Hailey Matthews,Brockville,On,Ontario,K6V 4X4,Canada,North America,1989-03-03
240595,Male,Daniel Williamson,Lachute,Qc,Quebec,J8H 2J7,Canada,North America,1978-12-18
240609,Female,Connie Delgado,Kintore,On,Ontario,N0M 2C0,Canada,North America,1984-01-25
240858,Male,Harvey Ahmad,Vancouver,Bc,British Columbia,V5R 2T4,Canada,North America,1966-09-09
241006,Female,Carmella Kovach,Saskatoon,Sk,Saskatchewan,S7K 1W8,Canada,North America,1960-12-16
241136,Male,Jermaine Gardner,Calgary,Ab,Alberta,T2P 0H3,Canada,North America,1966-04-24
241230,Female,Della Calhoun,Wolfe Island,On,Ontario,K0H 2Y0,Canada,North America,1964-11-08
241365,Male,Matthew Moncrief,Rosedale,Bc,British Columbia,V0X 1X0,Canada,North America,2001-12-12
241436,Male,Rickie Springer,Montreal,Qc,Quebec,H3C 5K4,Canada,North America,1944-11-01
241450,Male,James Knight,Parry Sound,On,Ontario,P2A 1W8,Canada,North America,1958-04-20
241513,Female,Heidi Powers,Kelowna,Bc,British Columbia,V1Y 8H2,Canada,North America,2001-04-28
241610,Male,Blake Robinson,Nanaimo,Bc,British Columbia,V9R 3A8,Canada,North America,1941-02-03
241724,Female,Misty Ball,Brandon,Mb,Manitoba,R7A 5Y1,Canada,North America,1945-11-28
241760,Male,Paul Guy,Cranbrook,Bc,British Columbia,V1C 2R9,Canada,North America,1998-03-10
241885,Female,Tina Mock,Winnipeg,Mb,Manitoba,R3C 0C4,Canada,North America,1986-06-02
242098,Male,Martin Clark,Tignish,Pe,Prince Edward Island,C0B 2B0,Canada,North America,1952-01-20
242542,Female,Colleen Moore,Campbell River,Bc,British Columbia,V9W 2C9,Canada,North America,1998-09-02
242571,Male,John Daigle,North Bay,On,Ontario,P1B 8G4,Canada,North America,1979-01-27
242781,Male,Stephen Gritton,Toronto,On,Ontario,M2N 2G8,Canada,North America,1984-03-10
242897,Female,Sherri Fray,Vancouver,Bc,British Columbia,V6C 1B4,Canada,North America,1978-04-16
242901,Male,Allen Tran,Toronto,On,Ontario,M6H 4B6,Canada,North America,1943-11-16
242920,Male,Stephen Powell,New Westminster,Bc,British Columbia,V3L 5H1,Canada,North America,1937-05-03
242985,Female,Donna Shannon,Rosetown,Sk,Saskatchewan,S0L 2V0,Canada,North America,1992-07-14
243036,Female,Denese Mcdaniel,Toronto,On,Ontario,M5H 1P6,Canada,North America,1947-08-29
243073,Female,Kathy Allen,Calgary,Ab,Alberta,T2P 0W4,Canada,North America,1974-02-05
243170,Female,Susan Dee,St Hyacinthe,Qc,Quebec,J2S 2T3,Canada,North America,1948-03-23
243209,Female,Molly Clark,Courtenay,Bc,British Columbia,V9N 2J6,Canada,North America,1949-04-17
243332,Male,Cory Potter,Mulhurst Bay,Ab,Alberta,T0C 2C0,Canada,North America,1962-06-06
243341,Female,Cecile Herman,Ottawa,On,Ontario,K1Z 7B5,Canada,North America,1981-10-19
243543,Female,Marta Ramm,Richmond,Bc,British Columbia,V6X 2B8,Canada,North America,1974-06-03
243747,Male,Bill Caldwell,St Catharines,On,Ontario,L2S 2K4,Canada,North America,1961-08-06
243799,Male,Troy Brandon,Winnipeg,Mb,Manitoba,R3C 4L5,Canada,North America,1975-05-28
243807,Male,Troy Hobbs,Toronto,On,Ontario,M2J 3T7,Canada,North America,1995-09-29
243917,Female,Summer Brown,Toronto,On,Ontario,M5T 1T4,Canada,North America,1983-02-07
244065,Female,Dawn Stanfill,Toronto,On,Ontario,M5J 2R8,Canada,North America,1981-05-15
244179,Male,Peter Hummel,Calgary,Ab,Alberta,T2A 1C8,Canada,North America,1985-12-12
244193,Male,Daniel Lippert,Etobicoke,On,Ontario,M9W 1K7,Canada,North America,1959-03-15
244320,Male,Douglas Richards,Lansdowne House,On,Ontario,P0T 1Z0,Canada,North America,1977-06-30
244323,Male,Freddie Gorney,Toronto,On,Ontario,M5J 2R8,Canada,North America,1985-01-27
244354,Female,Esther Smith,South Slocan,Bc,British Columbia,V0G 2G0,Canada,North America,1962-02-12
244462,Female,Shanon Watson,Vancouver,Bc,British Columbia,V6C 1B4,Canada,North America,1952-11-23
244465,Male,Raymond Calderon,Bjorkdale,Sk,Saskatchewan,S0E 0E0,Canada,North America,1975-05-22
244545,Female,Joan Bedard,Vancouver,Bc,British Columbia,V6B 3K9,Canada,North America,1993-02-14
244601,Female,Brittany Borders,Newmarket,On,Ontario,L3Y 2A3,Canada,North America,1959-09-09
244737,Female,Barbara Maciejewski,Vancouver,Bc,British Columbia,V6B 3K9,Canada,North America,1974-07-06
244792,Male,Myron Holman,Malton,On,Ontario,L4T 1A9,Canada,North America,1981-02-14
244921,Male,Benjamin Weaver,London,On,Ontario,N5W 2S9,Canada,North America,1938-07-12
244931,Male,Horacio Saavedra,Carmacks,Yt,Yukon,Y0B 1C0,Canada,North America,1943-04-12
244936,Female,Carolee Miller,Toronto,On,Ontario,M3B 2W6,Canada,North America,1940-12-06
245017,Female,Maria Aultman,Chelsea,Qc,Quebec,J0X 1N0,Canada,North America,1990-02-14
245143,Female,Gladys Kilpatrick,Quebec,Qc,Quebec,G1E 2L3,Canada,North America,1974-08-15
245372,Female,Janet Greer,Brockville,On,Ontario,K6V 4X4,Canada,North America,1937-02-11
245649,Male,Daniel Horton,Hughenden,Ab,Alberta,T0B 2E0,Canada,North America,1964-04-27
245739,Male,Franklyn Edmonson,Montreal,Qc,Quebec,H3B 4W8,Canada,North America,1945-01-26
245808,Male,Mark Macias,Stittsville,On,Ontario,K2S 1B9,Canada,North America,1940-04-20
245912,Female,Evelyn Lavender,Calgary,Ab,Alberta,T2P 0W4,Canada,North America,1959-11-29
245936,Male,Shane Becker,St Charles,On,Ontario,P0M 2W0,Canada,North America,1993-07-14
246420,Male,Willie Sanchez,Richmond,Bc,British Columbia,V6X 2B8,Canada,North America,1965-03-22
246656,Male,Christopher White,Edmonton,Ab,Alberta,T5J 3N6,Canada,North America,1962-06-24
246888,Male,Joseph Bryant,Kirkland Lake,On,Ontario,P2N 2G8,Canada,North America,1971-03-29
247032,Male,Jason Welch,Francois Lake,Bc,British Columbia,V0J 1E0,Canada,North America,1967-12-19
247129,Male,Edward Sims,Calgary,Ab,Alberta,T2P 1M6,Canada,North America,1998-03-08
247132,Female,Joyce Davis,Ottawa,On,Ontario,K1H 7Z1,Canada,North America,1963-04-10
247171,Female,Candis Manning,Vancouver,Bc,British Columbia,V6B 3K9,Canada,North America,1998-03-11
247443,Male,Dennis Perryman,Wha Ti,Nt,Northwest Territories,X0E 1P0,Canada,North America,1966-01-31
247706,Male,Michael Hopkins,Highgate,On,Ontario,N0P 1T0,Canada,North America,1996-01-07
247866,Male,Michael Faught,Edmonton,Ab,Alberta,T6H 1J5,Canada,North America,1987-12-26
247966,Female,Mary Howze,Montreal,Qc,Quebec,H2X 1Y8,Canada,North America,1960-08-29
247971,Female,Rose Cox,Ottawa,On,Ontario,K1Z 7B5,Canada,North America,2000-01-01
248178,Female,Mary Alvarez,Carbon,Ab,Alberta,T0M 0L0,Canada,North America,1947-04-01
248283,Female,Pamela Gantt,Domremy,Sk,Saskatchewan,S4P 3Y2,Canada,North America,1955-05-27
248406,Female,Lynne Stanton,East Hereford,Qc,Quebec,J0B 1S0,Canada,North America,1991-08-05
248476,Male,Elliott Dahl,Edmonton,Ab,Alberta,T5J 2R4,Canada,North America,2001-01-03
248555,Male,Clarence Chiasson,Huntingdon,Bc,British Columbia,V0X 1M0,Canada,North America,1985-08-20
248607,Male,Robert Dowd,Oshawa,On,Ontario,L1H 7K5,Canada,North America,1951-06-02
248677,Female,Jennifer Rosenblum,Quebec,Qc,Quebec,G1R 5B2,Canada,North America,1991-09-29
248690,Female,Glenda Mitchell,Gorrie,On,Ontario,N0G 1X0,Canada,North America,1938-05-18
249120,Male,Craig Burch,Newmarket,On,Ontario,L3Y 2A3,Canada,North America,1983-08-25
249261,Female,Terry Bowen,Montreal,Qc,Quebec,H3C 5K4,Canada,North America,1968-09-19
249269,Female,Mary Brown,Bromptonville,Qc,Quebec,H0H 0H0,Canada,North America,1966-12-27
249320,Female,Sarah Hall,Red Deer,Ab,Alberta,T4N 2A6,Canada,North America,1953-06-20
249397,Female,Stacey Nabors,Kitchener,On,Ontario,N2H 5A5,Canada,North America,1949-02-07
249578,Female,Shirley Fife,Victoria,Bc,British Columbia,V8W 2H9,Canada,North America,1947-10-16
249893,Female,Mary Simms,Kamloops,Bc,British Columbia,V2C 5A5,Canada,North America,1938-07-26
249956,Female,Brittany Grizzard,Edmonton,Ab,Alberta,T5M 3K3,Canada,North America,1971-07-30
250052,Male,Justin Champion,Niagara Falls,On,Ontario,L2G 6Y2,Canada,North America,1976-12-01
250176,Male,Charles Cooper,Toronto,On,Ontario,M1L 3K7,Canada,North America,1993-08-08
250194,Male,Christopher Jones,Chilliwack,Bc,British Columbia,V2P 2S6,Canada,North America,1955-01-12
250739,Female,Anna Howe,Penticton,Bc,British Columbia,V2A 2T6,Canada,North America,1974-09-23
250804,Male,Rafael Scott,Ottawa,On,Ontario,K1P 5M7,Canada,North America,1940-09-28
250824,Male,Brian Mcatee,Stoney Creek,On,Ontario,L8G 2V1,Canada,North America,1954-05-17
250884,Male,Kyle Askins,Brampton,On,Ontario,L6T 3W9,Canada,North America,1948-03-04
250944,Male,Dallas Hudson,Welland,On,Ontario,L3B 3Z6,Canada,North America,1976-03-01
250990,Male,Dan Grainger,Sudbury,On,Ontario,P3E 4N2,Canada,North America,1947-08-23
251045,Female,Catherine Carter,Longueuil,Qc,Quebec,J4H 1M3,Canada,North America,1936-12-19
251069,Male,Roy Peterson,Nanaimo,Bc,British Columbia,V9R 3A8,Canada,North America,1942-10-28
251084,Female,Mary Dejean,Bonaventure,Qc,Quebec,G0C 1E0,Canada,North America,1950-07-25
251252,Male,Frank Harris,Estevan,Sk,Saskatchewan,S4A 0W6,Canada,North America,1995-05-18
251282,Male,Philip Holley,Calgary,Ab,Alberta,T2P 0H3,Canada,North America,1976-05-13
251344,Male,Charles Rosa,Toronto,On,Ontario,M8Z 4H4,Canada,North America,1990-04-01
251587,Male,Gregory West,Unionville,On,Ontario,L3R 0L7,Canada,North America,1935-07-26
251670,Male,Dennis Barnett,Hamilton,On,Ontario,L8K 1A4,Canada,North America,1956-06-24
252272,Female,Brenda Fairley,Cobalt,On,Ontario,P0J 1C0,Canada,North America,1981-02-11
252545,Male,Michael Gabriel,Ottawa,On,Ontario,K1G 0Z2,Canada,North America,1945-07-15
252611,Female,Kris Crist,Ottawa,On,Ontario,K2G 3K2,Canada,North America,1954-07-03
252662,Male,Antonio Baker,Nanaimo,Bc,British Columbia,V9R 5H9,Canada,North America,1947-10-22
252769,Male,Charles Edwards,Montreal,Qc,Quebec,H4J 1M9,Canada,North America,1984-05-01
253141,Male,Tony Ricardo,New Westminster,Bc,British Columbia,V3M 6A1,Canada,North America,1954-09-01
253233,Female,Elva Wong,Port Perry,On,Ontario,L9L 1K2,Canada,North America,1962-12-13
253278,Male,Robert Tice,Vancouver,Bc,British Columbia,V6B 3K9,Canada,North America,1985-09-15
253281,Female,Mary Veit,Windsor,On,Ontario,N9A 1H9,Canada,North America,1976-11-28
253377,Male,Clifford Mccoy,Chatham,On,Ontario,N7M 2G9,Canada,North America,1963-04-07
253505,Female,Sherry Frazier,Kensington,Pe,Prince Edward Island,C0B 1M0,Canada,North America,1981-07-26
253567,Male,Samuel Benavides,Vancouver,Bc,British Columbia,V6B 3K9,Canada,North America,1936-10-02
253632,Female,Patricia Mott,Creelman,Sk,Saskatchewan,S4P 3Y2,Canada,North America,1949-04-11
253813,Female,Chasity Bailey,Edmonton,Ab,Alberta,T5J 2R4,Canada,North America,1979-01-13
254142,Male,Thomas Abbas,Ottawa,On,Ontario,K2P 0K1,Canada,North America,1981-08-07
254265,Male,Greg Koch,Yellowknife,Nt,Northwest Territories,X1A 2R3,Canada,North America,1973-04-27
254331,Male,Jerrell Stepp,Hamilton,On,Ontario,L8N 3X3,Canada,North America,1980-07-27
254402,Female,Donna Jones,Radway,Ab,Alberta,T0A 2V0,Canada,North America,1951-12-03
254407,Male,Herman Wiley,Quebec,Qc,Quebec,G1V 3V5,Canada,North America,1982-05-13
254540,Female,Hazel Skiles,Peterborough,On,Ontario,K9H 2L1,Canada,North America,1988-06-10
254779,Female,Susan Brewster,Guelph,On,Ontario,N1H 2W8,Canada,North America,2000-08-14
254795,Female,Virginia Lawson,London,On,Ontario,N0N 0N0,Canada,North America,1993-09-13
254816,Female,Ida Martin,Sherbrooke,Qc,Quebec,J1H 1R4,Canada,North America,1978-02-20
254825,Female,Barbara Singleton,Edmonton,Ab,Alberta,T5J 2R4,Canada,North America,1981-10-07
254861,Male,Richard Gonzales,Montreal,Qc,Quebec,H3B 4W8,Canada,North America,1989-06-11
255089,Male,John Smith,Ottawa,On,Ontario,K1H 7Z1,Canada,North America,1956-08-03
255161,Female,Julia Stripling,Ajax,On,Ontario,L1S 6L6,Canada,North America,1990-12-11
255267,Female,Nenita Thibodeau,St Catharines,On,Ontario,L2N 1S8,Canada,North America,1956-03-16
255284,Male,Jose Baker,Palgrave,On,Ontario,L0N 1P0,Canada,North America,1994-05-28
255295,Female,Meggan Zoeller,Holdfast,Sk,Saskatchewan,S4P 3Y2,Canada,North America,1963-11-13
255312,Male,Gerald Comer,Vancouver,Bc,British Columbia,V5T 1Z7,Canada,North America,1939-10-23
255406,Female,Mary Mckee,Calgary,Ab,Alberta,T2P 0W4,Canada,North America,1936-06-14
255479,Male,Joel Martinez,Ile Perrot,Qc,Quebec,J0P 1K0,Canada,North America,1950-04-09
255536,Male,William Eley,Victoria,Bc,British Columbia,V8W 2H9,Canada,North America,1968-01-13
255723,Male,Manuel Hohn,Toronto,On,Ontario,M5H 1P6,Canada,North America,1940-05-29
255882,Male,David Gooden,Ste Eulalie,Qc,Quebec,G0Z 1E0,Canada,North America,1987-01-09
256114,Female,Rose Willis,Ottawa,On,Ontario,K1Z 7B5,Canada,North America,1984-09-04
256411,Male,Matt Lussier,Vancouver,Bc,British Columbia,V5R 2T4,Canada,North America,1992-06-27
256475,Male,Johnny Sanders,West Vancouver,Bc,British Columbia,V7V 1Y8,Canada,North America,1962-03-19
256526,Male,James Rogers,Barrie,On,Ontario,L4M 3B1,Canada,North America,1936-06-10
256531,Male,Carson Jones,Quebec,Qc,Quebec,G1R 1B8,Canada,North America,1998-06-18
256789,Male,Kenneth Hutchings,Ottawa,On,Ontario,K1Z 7B5,Canada,North America,1960-07-26
256828,Male,Thomas Hires,Provost,Ab,Alberta,T0B 3S0,Canada,North America,1960-11-25
256837,Male,Emmett Irving,Timmins,On,Ontario,P4N 1C3,Canada,North America,1964-07-25
257031,Female,Raquel Coughlan,Sackville,Ns,Nova Scotia,B4E 2R3,Canada,North America,1998-05-23
257225,Male,Samuel Oubre,Oakville,On,Ontario,L6J 4Z3,Canada,North America,1936-03-13
257471,Male,Simon Moten,Thunder Bay,On,Ontario,P7E 1J5,Canada,North America,1976-01-25
257642,Female,Sandra Fernandez,Toronto,On,Ontario,M5T 1T4,Canada,North America,1955-03-07
258135,Female,Holly Cooper,Contrecoeur,Qc,Quebec,J0L 1C0,Canada,North America,2001-05-02
258236,Male,Jon Kelsey,Toronto,On,Ontario,M1L 3K7,Canada,North America,1973-07-28
258316,Male,Sean Borunda,Vernon,Bc,British Columbia,V1T 6N1,Canada,North America,1965-04-30
258429,Female,Julia Woods,Montreal,Qc,Quebec,H3B 4W8,Canada,North America,1944-04-26
258702,Male,Joshua Anderson,Montreal,Qc,Quebec,H3B 2M3,Canada,North America,1978-05-02
259102,Female,Traci Mcintyre,Waterdown,On,Ontario,L8G 3R4,Canada,North America,1956-02-22
259221,Female,Josephine Hudson,Regina,Sk,Saskatchewan,S4S 2R3,Canada,North America,1983-09-02
259407,Male,Aaron Johnson,Toronto,On,Ontario,M4W 1J7,Canada,North America,1971-03-06
259411,Female,Mary Eddins,Listowel,On,Ontario,N4W 2H8,Canada,North America,1984-10-26
259457,Male,Nicholas Gordon,Victoria,Bc,British Columbia,V8W 2H9,Canada,North America,1982-07-09
